test,algorithm,result,time_us
32337276337126575366547525764,alphabeta,true,1
123757243333312277546164667556,negamax,true,2
123757243333312277546164667556,alphabeta,true,2
52656511211115577752336327763624,negamax,true,28
52656511211115577752336327763624,alphabeta,true,7
26653141761671312332253314664,negamax,true,19
26653141761671312332253314664,alphabeta,true,4
7457277551334527431454273243326,negamax,true,55
7457277551334527431454273243326,alphabeta,true,9
66423144714716237712674611622,negamax,true,66
66423144714716237712674611622,alphabeta,true,28
37757362642531314766772561145,negamax,true,19865
37757362642531314766772561145,alphabeta,true,1607
1337647147472552274274253556416,negamax,true,2551
1337647147472552274274253556416,alphabeta,true,84
2747142117646574522342471157552,negamax,true,206
2747142117646574522342471157552,alphabeta,true,19
632231125244312713614437265147,negamax,true,94
632231125244312713614437265147,alphabeta,true,16
34212323764364324777731172666421,negamax,true,12
34212323764364324777731172666421,alphabeta,true,3
6526125357327645242264151445764133177173,negamax,true,0
6526125357327645242264151445764133177173,alphabeta,true,0
3671611461453565127123762742327367,negamax,true,1
3671611461453565127123762742327367,alphabeta,true,1
66352133753134321527124251655,negamax,true,1
66352133753134321527124251655,alphabeta,true,1
512731675216777764255326525213664,negamax,true,5
512731675216777764255326525213664,alphabeta,true,4
1531435732333212612244546142577545167,negamax,true,1
1531435732333212612244546142577545167,alphabeta,true,0
255714773527756331213332562266761651,negamax,true,0
255714773527756331213332562266761651,alphabeta,true,0
652622457744712261161151524377437665,negamax,true,0
652622457744712261161151524377437665,alphabeta,true,3
37164272574644772413136432723136112,negamax,true,1
37164272574644772413136432723136112,alphabeta,true,1
1562426121115265164467434326333347,negamax,true,3
1562426121115265164467434326333347,alphabeta,true,2
32767757347472134426463252243531,negamax,true,6
32767757347472134426463252243531,alphabeta,true,5
32565573473441242365352352174111,negamax,true,612
32565573473441242365352352174111,alphabeta,true,110
235242634742751114771151273327534,negamax,true,56
235242634742751114771151273327534,alphabeta,true,5
1341365672565222456324127167611355,negamax,true,3
1341365672565222456324127167611355,alphabeta,true,1
347573633637564217545173151176,negamax,true,262
347573633637564217545173151176,alphabeta,true,60
63317344157716575511576544446336637,negamax,true,20
63317344157716575511576544446336637,alphabeta,true,0
466556714734557661132163142571725733234,negamax,true,0
466556714734557661132163142571725733234,alphabeta,true,0
46565523475775543244673642776,negamax,true,558
46565523475775543244673642776,alphabeta,true,151
6657145337754463364426736452532251,negamax,true,21
6657145337754463364426736452532251,alphabeta,true,8
5416733371775475526647216664154211432,negamax,true,3
5416733371775475526647216664154211432,alphabeta,true,2
44141531464261746152361522272633353,negamax,true,0
44141531464261746152361522272633353,alphabeta,true,0
27532222255173733671661347561673116455,negamax,true,0
27532222255173733671661347561673116455,alphabeta,true,0
1151531661241466367643773474277334,negamax,true,0
1151531661241466367643773474277334,alphabeta,true,0
145141222513336124744231265636,negamax,true,69
145141222513336124744231265636,alphabeta,true,14
12313376231416627467311575477422324,negamax,true,1
12313376231416627467311575477422324,alphabeta,true,1
3555246211115643412613433434525722666777,negamax,true,0
3555246211115643412613433434525722666777,alphabeta,true,0
31166737561755614276535451476,negamax,true,1494
31166737561755614276535451476,alphabeta,true,153
5711156631633426717543545531444,negamax,true,21
5711156631633426717543545531444,alphabeta,true,10
137463455511162654337263314545726417,negamax,true,5
137463455511162654337263314545726417,alphabeta,true,2
42145646525436155351662346233277132147177,negamax,true,0
42145646525436155351662346233277132147177,alphabeta,true,0
3517415417525135241443324316562662737,negamax,true,2
3517415417525135241443324316562662737,alphabeta,true,1
3154662674647643267252473141221335377155,negamax,true,0
3154662674647643267252473141221335377155,alphabeta,true,0
31257523427244262113613757335416144666557,negamax,true,0
31257523427244262113613757335416144666557,alphabeta,true,0
277731532632311772743463124655611524,negamax,true,4
277731532632311772743463124655611524,alphabeta,true,2
2725343164464226633214751621477367571135,negamax,true,0
2725343164464226633214751621477367571135,alphabeta,true,0
1636351342324735372417422165547616715264,negamax,true,0
1636351342324735372417422165547616715264,alphabeta,true,0
2262377133632517135535275562764,negamax,true,0
2262377133632517135535275562764,alphabeta,true,0
7637346211517537611565233176372252652,negamax,true,0
7637346211517537611565233176372252652,alphabeta,true,0
13165377745111143272264765634,negamax,true,17514
13165377745111143272264765634,alphabeta,true,2085
41566616767264122441474221371,negamax,true,4
41566616767264122441474221371,alphabeta,true,2
2261162514277464457255271557416,negamax,true,42
2261162514277464457255271557416,alphabeta,true,22
164375666125332772542525777632153,negamax,true,16
164375666125332772542525777632153,alphabeta,true,11
2333164733147765123176427726455,negamax,true,2463
2333164733147765123176427726455,alphabeta,true,289
6644162553662767747233372271141155124,negamax,true,4
6644162553662767747233372271141155124,alphabeta,true,3
64224313626736122361457625153357557,negamax,true,1
64224313626736122361457625153357557,alphabeta,true,0
66741676123567517152265335537122,negamax,true,31
66741676123567517152265335537122,alphabeta,true,6
565467743237614662472111544623151,negamax,true,63
565467743237614662472111544623151,alphabeta,true,13
667552123166167427773246544132733234141,negamax,true,0
667552123166167427773246544132733234141,alphabeta,true,0
16335632532657351166761251312257772744444,negamax,true,0
16335632532657351166761251312257772744444,alphabeta,true,0
31642172575352155642273673177665,negamax,true,67
31642172575352155642273673177665,alphabeta,true,15
13511662453152455434341327475372617627,negamax,true,1
13511662453152455434341327475372617627,alphabeta,true,2
735227774352351756673153351661,negamax,true,556
735227774352351756673153351661,alphabeta,true,130
6412741241416656543423132225515563673737,negamax,true,0
6412741241416656543423132225515563673737,alphabeta,true,0
12174122355413123221354376347557666,negamax,true,23
12174122355413123221354376347557666,alphabeta,true,5
65524116746761452272312211466773,negamax,true,18
65524116746761452272312211466773,alphabeta,true,6
163621316357671174765712433522763225,negamax,true,0
163621316357671174765712433522763225,alphabeta,true,0
3373333425754154212177421524124567751666,negamax,true,0
3373333425754154212177421524124567751666,alphabeta,true,0
7111161746776522325125662335675,negamax,true,1
7111161746776522325125662335675,alphabeta,true,2
125373233571366651355715676171,negamax,true,1
125373233571366651355715676171,alphabeta,true,1
6747527216175375372221542135411663463,negamax,true,7
6747527216175375372221542135411663463,alphabeta,true,3
67613371771442116346353464252573276224,negamax,true,0
67613371771442116346353464252573276224,alphabeta,true,0
1257565225743471213561141346656,negamax,true,2362
1257565225743471213561141346656,alphabeta,true,126
6661475744771611421164555347653572,negamax,true,6
6661475744771611421164555347653572,alphabeta,true,2
337237253114612234211443144777662,negamax,true,2
337237253114612234211443144777662,alphabeta,true,2
542633536557752423671775344137144662211,negamax,true,0
542633536557752423671775344137144662211,alphabeta,true,0
65717726147267564511143721656353323235,negamax,true,0
65717726147267564511143721656353323235,alphabeta,true,0
33315232532536522255776676771417,negamax,true,4
33315232532536522255776676771417,alphabeta,true,4
6766776472546136222241751157123,negamax,true,115
6766776472546136222241751157123,alphabeta,true,35
422222156133167631554651152753,negamax,true,31
422222156133167631554651152753,alphabeta,true,15
5214755635126461522521461126773673333,negamax,true,1
5214755635126461522521461126773673333,alphabeta,true,1
652561127316143371636336577714,negamax,true,6
652561127316143371636336577714,alphabeta,true,1
322627377322253361556556361647117,negamax,true,15
322627377322253361556556361647117,alphabeta,true,8
6425725522134727466526354763776411534,negamax,true,0
6425725522134727466526354763776411534,alphabeta,true,0
3361746361174316152431577737444,negamax,true,24
3361746361174316152431577737444,alphabeta,true,13
6521345223443523573544527632161471611776,negamax,true,0
6521345223443523573544527632161471611776,alphabeta,true,0
34365567111741774461456416762,negamax,true,357
34365567111741774461456416762,alphabeta,true,142
711662362622545741264717732764354331,negamax,true,2
711662362622545741264717732764354331,alphabeta,true,2
72253427775435214676425424751163131656,negamax,true,1
72253427775435214676425424751163131656,alphabeta,true,0
761455464533536251373326526272,negamax,true,118
761455464533536251373326526272,alphabeta,true,39
663521335231247532623656165141721,negamax,true,8
663521335231247532623656165141721,alphabeta,true,5
6311245126456111354544535742363626732,negamax,true,1
6311245126456111354544535742363626732,alphabeta,true,1
155751761556765327717242643623341361434,negamax,true,0
155751761556765327717242643623341361434,alphabeta,true,0
34745742262737216223746744556155135,negamax,true,1
34745742262737216223746744556155135,alphabeta,true,1
4575711717224162347756161665364545,negamax,true,5
4575711717224162347756161665364545,alphabeta,true,2
17212775541472532747241521554134,negamax,true,0
17212775541472532747241521554134,alphabeta,true,0
6673751626454151117466134352334347,negamax,true,3
6673751626454151117466134352334347,alphabeta,true,2
27717266166241616523375474115452457234,negamax,true,0
27717266166241616523375474115452457234,alphabeta,true,0
2121274337361431125167732672743664,negamax,true,2
2121274337361431125167732672743664,alphabeta,true,1
661112533463763263736222214745175,negamax,true,13
661112533463763263736222214745175,alphabeta,true,5
33567134423731142424124773772126516566555,negamax,true,0
33567134423731142424124773772126516566555,alphabeta,true,0
42164731432714617152715657254374325,negamax,true,14
42164731432714617152715657254374325,alphabeta,true,7
327766371112744466651323334674721,negamax,true,4
327766371112744466651323334674721,alphabeta,true,7
3743473142223477134365214527555,negamax,true,8
3743473142223477134365214527555,alphabeta,true,2
6627147342711525531721513255667274,negamax,true,0
6627147342711525531721513255667274,alphabeta,true,0
632315176426217612621167724553757554,negamax,true,0
632315176426217612621167724553757554,alphabeta,true,0
4664547423274211457613363372625321575,negamax,true,2
4664547423274211457613363372625321575,alphabeta,true,1
145331272416656356352446536172157341242,negamax,true,0
145331272416656356352446536172157341242,alphabeta,true,0
721177254731452665134452231523343,negamax,true,166
721177254731452665134452231523343,alphabeta,true,21
43553543371364314226112174622765672416,negamax,true,0
43553543371364314226112174622765672416,alphabeta,true,0
5772624547777336225413423114425536311651,negamax,true,0
5772624547777336225413423114425536311651,alphabeta,true,0
57726374621527421154442255645,negamax,true,2301
57726374621527421154442255645,alphabeta,true,114
42775726674562766555111247335,negamax,true,839
42775726674562766555111247335,alphabeta,true,229
71643173322326223621635654454455471,negamax,true,11
71643173322326223621635654454455471,alphabeta,true,5
273321644324553512212337116765775667,negamax,true,4
273321644324553512212337116765775667,alphabeta,true,2
5445136116243374514115245733727232562776,negamax,true,0
5445136116243374514115245733727232562776,alphabeta,true,0
34624274477436571554632661775532531621,negamax,true,2
34624274477436571554632661775532531621,alphabeta,true,1
54532771754417521344214532651637672662133,negamax,true,0
54532771754417521344214532651637672662133,alphabeta,true,0
24347224354721735325521134145367,negamax,true,12
24347224354721735325521134145367,alphabeta,true,10
413345257317271372326731112756,negamax,true,79
413345257317271372326731112756,alphabeta,true,23
16414523423334744562777622555732367151,negamax,true,0
16414523423334744562777622555732367151,alphabeta,true,0
3117642174635255135165142646265334,negamax,true,41
3117642174635255135165142646265334,alphabeta,true,7
143373574625524534245527366276376,negamax,true,439
143373574625524534245527366276376,alphabeta,true,69
2235671114632235556631476252731514764,negamax,true,4
2235671114632235556631476252731514764,alphabeta,true,3
31335343341746451254772455211152,negamax,true,10
31335343341746451254772455211152,alphabeta,true,4
753251772712214225533571143576336,negamax,true,8
753251772712214225533571143576336,alphabeta,true,5
36436712636312262747564435354221157155417,negamax,true,0
36436712636312262747564435354221157155417,alphabeta,true,0
16447613651343673256417435677,negamax,true,3858
16447613651343673256417435677,alphabeta,true,347
661261745732573553534524211462,negamax,true,2686
661261745732573553534524211462,alphabeta,true,282
6475543225752537774611345327424661,negamax,true,44
6475543225752537774611345327424661,alphabeta,true,12
3661615617223165121575536773372,negamax,true,1
3661615617223165121575536773372,alphabeta,true,1
226566722351715771221663355513,negamax,true,106
226566722351715771221663355513,alphabeta,true,13
72123516511573357645674251664473221474362,negamax,true,0
72123516511573357645674251664473221474362,alphabeta,true,0
6464272342151366263771122446777,negamax,true,24
6464272342151366263771122446777,alphabeta,true,19
7112617117731566576545246332537644,negamax,true,24
7112617117731566576545246332537644,alphabeta,true,19
5662243427124124732554651756431577671631,negamax,true,0
5662243427124124732554651756431577671631,alphabeta,true,0
13372156522116541375144722233,negamax,true,1548
13372156522116541375144722233,alphabeta,true,85
21753636471436536632746137457,negamax,true,9474
21753636471436536632746137457,alphabeta,true,321
734434213447646677311117626517625355352,negamax,true,0
734434213447646677311117626517625355352,alphabeta,true,2
555411363726727347244532216453275643,negamax,true,7
555411363726727347244532216453275643,alphabeta,true,3
16325364211217677773517623223146,negamax,true,21
16325364211217677773517623223146,alphabeta,true,18
355571511147442372374362417616766425332,negamax,true,0
355571511147442372374362417616766425332,alphabeta,true,1
5775741221374232641152533445774131,negamax,true,1
5775741221374232641152533445774131,alphabeta,true,1
432511664374172512344176535363122,negamax,true,388
432511664374172512344176535363122,alphabeta,true,27
13174451553575235716217163424667237644,negamax,true,0
13174451553575235716217163424667237644,alphabeta,true,0
6732734423651556322332614554564727167,negamax,true,1
6732734423651556322332614554564727167,alphabeta,true,2
35634733475563567765475734614246,negamax,true,14
35634733475563567765475734614246,alphabeta,true,7
7743357443341311531455425775171,negamax,true,1
7743357443341311531455425775171,alphabeta,true,1
1172371234135755714625514723265276,negamax,true,2
1172371234135755714625514723265276,alphabeta,true,1
74115176431112722756723637656,negamax,true,44580
74115176431112722756723637656,alphabeta,true,2041
71771223334566262271616437467112355553,negamax,true,0
71771223334566262271616437467112355553,alphabeta,true,0
3626635443466471415741277267725235132311,negamax,true,0
3626635443466471415741277267725235132311,alphabeta,true,0
65211452722676215564475711153773,negamax,true,89
65211452722676215564475711153773,alphabeta,true,26
63634736425147221675347572645763152453,negamax,true,0
63634736425147221675347572645763152453,alphabeta,true,0
1163522166111223772433736374466,negamax,true,132
1163522166111223772433736374466,alphabeta,true,17
322561126552253236466517775714737,negamax,true,10
322561126552253236466517775714737,alphabeta,true,4
665161347545545635162742244772,negamax,true,44108
665161347545545635162742244772,alphabeta,true,411
62455157511415335477613441247632336,negamax,true,19
62455157511415335477613441247632336,alphabeta,true,9
2465423364264634624535237327557161,negamax,true,13
2465423364264634624535237327557161,alphabeta,true,7
7242261663335221657637541472673,negamax,true,24
7242261663335221657637541472673,alphabeta,true,15
34767211234546537225571614622534,negamax,true,116
34767211234546537225571614622534,alphabeta,true,55
1454357573575356774764312426226432613116,negamax,true,0
1454357573575356774764312426226432613116,alphabeta,true,0
65375466652263277562515733472273,negamax,true,3
65375466652263277562515733472273,alphabeta,true,3
24134741436614532122263135527,negamax,true,1512
24134741436614532122263135527,alphabeta,true,83
13262762123156772757355675115,negamax,true,131
13262762123156772757355675115,alphabeta,true,20
4623623436635143471277367647112475151,negamax,true,0
4623623436635143471277367647112475151,alphabeta,true,0
325631767156755733246634443556447,negamax,true,59
325631767156755733246634443556447,alphabeta,true,11
57716615671266226113424413477447223,negamax,true,0
57716615671266226113424413477447223,alphabeta,true,0
3153117711565731736573235675642,negamax,true,4
3153117711565731736573235675642,alphabeta,true,2
127214711433777433452647315636616,negamax,true,24
127214711433777433452647315636616,alphabeta,true,11
414773771447236454317323166531155,negamax,true,1
414773771447236454317323166531155,alphabeta,true,1
61366712252351731666355237113545472,negamax,true,1
61366712252351731666355237113545472,alphabeta,true,1
753776461373521661217257661445,negamax,true,282
753776461373521661217257661445,alphabeta,true,144
257761263773623452261757426364334,negamax,true,9
257761263773623452261757426364334,alphabeta,true,4
47126616646675152277455541752,negamax,true,14
47126616646675152277455541752,alphabeta,true,5
4225717251532614262135335775137341744,negamax,true,0
4225717251532614262135335775137341744,alphabeta,true,0
743565555543742633174237132764764261162,negamax,true,0
743565555543742633174237132764764261162,alphabeta,true,0
515327557217775251466674644636,negamax,true,591
515327557217775251466674644636,alphabeta,true,79
4715231327333632224461742611174655557,negamax,true,2
4715231327333632224461742611174655557,alphabeta,true,1
52345374752136221355427725716614763,negamax,true,7
52345374752136221355427725716614763,alphabeta,true,3
1442536341247366336514516475213,negamax,true,154
1442536341247366336514516475213,alphabeta,true,35
1447211127246762517431623746724,negamax,true,44
1447211127246762517431623746724,alphabeta,true,19
21534522566211465727124114446673756757,negamax,true,0
21534522566211465727124114446673756757,alphabeta,true,0
5632315477215443353314661645411,negamax,true,8
5632315477215443353314661645411,alphabeta,true,0
74664616452547232271726175675453511341323,negamax,true,0
74664616452547232271726175675453511341323,alphabeta,true,0
6331611634742273353164715241474225672,negamax,true,0
6331611634742273353164715241474225672,alphabeta,true,0
77666747162213253651715675422115,negamax,true,26
77666747162213253651715675422115,alphabeta,true,13
54212173226217333143117374655456772,negamax,true,3
54212173226217333143117374655456772,alphabeta,true,3
47367117571174336562354246612527535,negamax,true,1
47367117571174336562354246612527535,alphabeta,true,1
11231327776666516713362172743542543244545,negamax,true,0
11231327776666516713362172743542543244545,alphabeta,true,0
63255452343412414631452116137577,negamax,true,4271
63255452343412414631452116137577,alphabeta,true,106
57345254442614322516126277477163165633713,negamax,true,0
57345254442614322516126277477163165633713,alphabeta,true,0
67141265225526663556741531473174441773323,negamax,true,0
67141265225526663556741531473174441773323,alphabeta,true,0
57226271172243761251744347166,negamax,true,1621
57226271172243761251744347166,alphabeta,true,314
165271233511537244127774372321,negamax,true,1159
165271233511537244127774372321,alphabeta,true,233
566534627415342753162244615637277,negamax,true,684
566534627415342753162244615637277,alphabeta,true,101
4247233367671177714463213355225216541,negamax,true,1
4247233367671177714463213355225216541,alphabeta,true,1
4246176157162324656364417451125,negamax,true,104
4246176157162324656364417451125,alphabeta,true,23
3153555612263315752674617716713,negamax,true,115
3153555612263315752674617716713,alphabeta,true,21
2634634464243173223157432217115175665,negamax,true,3
2634634464243173223157432217115175665,alphabeta,true,3
231251177771374724134352622533154,negamax,true,2
231251177771374724134352622533154,alphabeta,true,1
6751612364764535345763154736711123222,negamax,true,1
6751612364764535345763154736711123222,alphabeta,true,1
7114662226673322515214311453654567434,negamax,true,3
7114662226673322515214311453654567434,alphabeta,true,1
745125654311136743663356364254147,negamax,true,8
745125654311136743663356364254147,alphabeta,true,2
615765437654474147146722317312266533355,negamax,true,0
615765437654474147146722317312266533355,alphabeta,true,0
7767646623333216716523351477214452144,negamax,true,1
7767646623333216716523351477214452144,alphabeta,true,1
514521234416451672731244773132,negamax,true,16
514521234416451672731244773132,alphabeta,true,8
72271763315614627743252652743535115,negamax,true,2
72271763315614627743252652743535115,alphabeta,true,1
4571146442117455466272162221663,negamax,true,2
4571146442117455466272162221663,alphabeta,true,1
77277616712251116226166333353,negamax,true,147
77277616712251116226166333353,alphabeta,true,7
331572577161151457672516526726233332,negamax,true,0
331572577161151457672516526726233332,alphabeta,true,0
5123456751371336677141363224622241776,negamax,true,1
5123456751371336677141363224622241776,alphabeta,true,1
267636614111373514746743472647,negamax,true,563
267636614111373514746743472647,alphabeta,true,54
76315777546566214173722211252541664434533,negamax,true,0
76315777546566214173722211252541664434533,alphabeta,true,0
6731327632477557721623661621542315413,negamax,true,1
6731327632477557721623661621542315413,alphabeta,true,1
61272765766122523563561552711414,negamax,true,0
61272765766122523563561552711414,alphabeta,true,0
5351574123234725346225737241661537467166,negamax,true,0
5351574123234725346225737241661537467166,alphabeta,true,0
5422762363661347556254673311527244457317,negamax,true,0
5422762363661347556254673311527244457317,alphabeta,true,0
765774461275372466515722431566244,negamax,true,69
765774461275372466515722431566244,alphabeta,true,17
466434543746536133422236267752257771551,negamax,true,0
466434543746536133422236267752257771551,alphabeta,true,0
7527146313711162333427144255752,negamax,true,123
7527146313711162333427144255752,alphabeta,true,22
15312553532356723125741161326,negamax,true,120
15312553532356723125741161326,alphabeta,true,21
114174123745162241224524355363376,negamax,true,4
114174123745162241224524355363376,alphabeta,true,3
1215446566477764452251772612462137335,negamax,true,3
1215446566477764452251772612462137335,alphabeta,true,1
424417677226524462435517775623,negamax,true,4005
424417677226524462435517775623,alphabeta,true,357
3734223265641354262367417366174152411,negamax,true,0
3734223265641354262367417366174152411,alphabeta,true,0
25655571117634617237115757462,negamax,true,0
25655571117634617237115757462,alphabeta,true,0
351167211251217357363563732722745665446,negamax,true,0
351167211251217357363563732722745665446,alphabeta,true,0
65621145465431211774545516476772633227,negamax,true,0
65621145465431211774545516476772633227,alphabeta,true,0
37565656422461374513135111633462445722,negamax,true,0
37565656422461374513135111633462445722,alphabeta,true,0
561241634164772443241317153533772256,negamax,true,0
561241634164772443241317153533772256,alphabeta,true,0
1756316115376314514557364442763737,negamax,true,27
1756316115376314514557364442763737,alphabeta,true,13
4344461316351435511346153777772265276256,negamax,true,0
4344461316351435511346153777772265276256,alphabeta,true,0
73574426254444513315117313722165366652,negamax,true,0
73574426254444513315117313722165366652,alphabeta,true,0
5551612722117445255461776647242766,negamax,true,2
5551612722117445255461776647242766,alphabeta,true,1
264476457622231265764732533575357614,negamax,true,0
264476457622231265764732533575357614,alphabeta,true,0
5641443736717375661211445735617355,negamax,true,3
5641443736717375661211445735617355,alphabeta,true,1
456431251161346546337413661755475722,negamax,true,2
456431251161346546337413661755475722,alphabeta,true,2
133323155255456712547337666124714744667,negamax,true,0
133323155255456712547337666124714744667,alphabeta,true,0
4654424754216675341363625627233157,negamax,true,22
4654424754216675341363625627233157,alphabeta,true,11
25556662662414754716552117243177721443333,negamax,true,0
25556662662414754716552117243177721443333,alphabeta,true,0
372537746245757353222734156566134124646,negamax,true,0
372537746245757353222734156566134124646,alphabeta,true,0
7667637124532377667252156125151251,negamax,true,0
7667637124532377667252156125151251,alphabeta,true,0
272741134213755153756457523432234,negamax,true,15
272741134213755153756457523432234,alphabeta,true,6
4664311232665133552346265225317,negamax,true,17
4664311232665133552346265225317,alphabeta,true,4
16554776635657754263633524737,negamax,true,631
16554776635657754263633524737,alphabeta,true,153
1141422265152155127333457534332467,negamax,true,0
1141422265152155127333457534332467,alphabeta,true,0
572171752473122712746544432334556,negamax,true,7
572171752473122712746544432334556,alphabeta,true,4
257377541277237366555261356241661124341,negamax,true,0
257377541277237366555261356241661124341,alphabeta,true,0
431713416222114524617524366353662,negamax,true,31
431713416222114524617524366353662,alphabeta,true,6
225613572645725446426523357443661731311,negamax,true,0
225613572645725446426523357443661731311,alphabeta,true,0
21133324627173176133242271457,negamax,true,194
21133324627173176133242271457,alphabeta,true,24
66566326634754527222334534472774371515,negamax,true,0
66566326634754527222334534472774371515,alphabeta,true,0
647611167755746164225345162524317,negamax,true,131
647611167755746164225345162524317,alphabeta,true,13
6774661116445335565411614333477327722255,negamax,true,0
6774661116445335565411614333477327722255,alphabeta,true,0
4273677522745754742251255316463331,negamax,true,56
4273677522745754742251255316463331,alphabeta,true,20
17715573426114611755552642663,negamax,true,6745
17715573426114611755552642663,alphabeta,true,336
3255221471436712442712657475116674,negamax,true,2
3255221471436712442712657475116674,alphabeta,true,0
2565631153467266157223554732634734214417,negamax,true,0
2565631153467266157223554732634734214417,alphabeta,true,0
37653677671174756453353654461,negamax,true,8243
37653677671174756453353654461,alphabeta,true,1171
227526377612753564555641667427,negamax,true,944
227526377612753564555641667427,alphabeta,true,165
21567345333263675556376754117,negamax,true,224
21567345333263675556376754117,alphabeta,true,22
45465621445663536547611425772312313231,negamax,true,0
45465621445663536547611425772312313231,alphabeta,true,1
22312555341347244221635533745711174,negamax,true,1
22312555341347244221635533745711174,alphabeta,true,1
44575513446562755321334667417,negamax,true,29921
44575513446562755321334667417,alphabeta,true,669
14467733764556622557111337563,negamax,true,14311
14467733764556622557111337563,alphabeta,true,500
27265464641744712641633225775162135755,negamax,true,0
27265464641744712641633225775162135755,alphabeta,true,0
4162161744627147461455175556677,negamax,true,11
4162161744627147461455175556677,alphabeta,true,4
416774441313347467212255312251555726,negamax,true,0
416774441313347467212255312251555726,alphabeta,true,0
5573542542667132644257562771762611443,negamax,true,0
5573542542667132644257562771762611443,alphabeta,true,0
1375662534373243566561524774234451262,negamax,true,0
1375662534373243566561524774234451262,alphabeta,true,0
173157177711545414367533466522,negamax,true,23327
173157177711545414367533466522,alphabeta,true,1312
1577735644444425172211275661726651562333,negamax,true,0
1577735644444425172211275661726651562333,alphabeta,true,0
5771212671426557544673657415412332432,negamax,true,2
5771212671426557544673657415412332432,alphabeta,true,1
35732522317571333757574645161,negamax,true,331
35732522317571333757574645161,alphabeta,true,38
44566312237511533655233212621516,negamax,true,6
44566312237511533655233212621516,alphabeta,true,0
165117122214626147762767373523543454,negamax,true,3
165117122214626147762767373523543454,alphabeta,true,4
252312417631117461423427724333466675,negamax,true,0
252312417631117461423427724333466675,alphabeta,true,0
716576327725674166643275113313,negamax,true,284
716576327725674166643275113313,alphabeta,true,56
677317125341756654225516126156,negamax,true,459
677317125341756654225516126156,alphabeta,true,40
16322154225163161531266264734455753443777,negamax,true,0
16322154225163161531266264734455753443777,alphabeta,true,0
62261332311367654223316776175477,negamax,true,3
62261332311367654223316776175477,alphabeta,true,2
751667775362311135211365565673,negamax,true,11
751667775362311135211365565673,alphabeta,true,5
517144566546152745415163633461332,negamax,true,16
517144566546152745415163633461332,alphabeta,true,5
743274346515421633351177641473615725,negamax,true,1
743274346515421633351177641473615725,alphabeta,true,1
75544116354166444216122752733513366,negamax,true,16
75544116354166444216122752733513366,alphabeta,true,9
77236466277664574227544426235,negamax,true,0
77236466277664574227544426235,alphabeta,true,0
41117416334762353624334465716,negamax,true,2831
41117416334762353624334465716,alphabeta,true,99
311725641613534242754551536426723717626,negamax,true,0
311725641613534242754551536426723717626,alphabeta,true,0
355536255113117656662476113222777447234,negamax,true,0
355536255113117656662476113222777447234,alphabeta,true,0
15765265455431461157336772722276,negamax,true,953
15765265455431461157336772722276,alphabeta,true,96
64573477424531552223515712277633636461461,negamax,true,0
64573477424531552223515712277633636461461,alphabeta,true,0
1253256674534747614322345243365165767127,negamax,true,0
1253256674534747614322345243365165767127,alphabeta,true,0
43372332345372565522264714765175474166,negamax,true,0
43372332345372565522264714765175474166,alphabeta,true,0
666564651117777726425324547334213115432,negamax,true,0
666564651117777726425324547334213115432,alphabeta,true,0
24431131311734677465671273355,negamax,true,22
24431131311734677465671273355,alphabeta,true,9
32341766636732426124344376221774157,negamax,true,0
32341766636732426124344376221774157,alphabeta,true,0
66117352111164376542743477643753265222,negamax,true,0
66117352111164376542743477643753265222,alphabeta,true,0
25143563416561727276265525671172443,negamax,true,0
25143563416561727276265525671172443,alphabeta,true,0
57257376776735643232134132244416512466,negamax,true,0
57257376776735643232134132244416512466,alphabeta,true,0
452671727324573577243353565663441466112,negamax,true,0
452671727324573577243353565663441466112,alphabeta,true,0
4324257672451321612276661161553437354573,negamax,true,0
4324257672451321612276661161553437354573,alphabeta,true,0
51464447236564127622711777642215635,negamax,true,2
51464447236564127622711777642215635,alphabeta,true,1
66466231267562141722771752547,negamax,true,545
66466231267562141722771752547,alphabeta,true,87
125414266141774422721724577335515653,negamax,true,0
125414266141774422721724577335515653,alphabeta,true,0
1355666444564577347215516642217132172,negamax,true,10
1355666444564577347215516642217132172,alphabeta,true,1
7414724452357121375347271213343,negamax,true,18
7414724452357121375347271213343,alphabeta,true,6
4564624614113133173132276627326577572454,negamax,true,0
4564624614113133173132276627326577572454,alphabeta,true,0
227461255644515547735242611241371733,negamax,true,4
227461255644515547735242611241371733,alphabeta,true,3
71116361357751365265135643675,negamax,true,207
71116361357751365265135643675,alphabeta,true,50
7724517331361752466156142565422723671,negamax,true,2
7724517331361752466156142565422723671,alphabeta,true,1
566434335752131213744671753115622,negamax,true,345
566434335752131213744671753115622,alphabeta,true,55
154475275752232456346145731134176176636,negamax,true,0
154475275752232456346145731134176176636,alphabeta,true,0
5464623152573615427522315263766411174,negamax,true,4
5464623152573615427522315263766411174,alphabeta,true,2
644337353421437231641121742175672276,negamax,true,1
644337353421437231641121742175672276,alphabeta,true,1
77452163461375332415144631663462,negamax,true,113
77452163461375332415144631663462,alphabeta,true,21
112474117116363777624426435645673322325,negamax,true,0
112474117116363777624426435645673322325,alphabeta,true,0
67577456664115144612343263255,negamax,true,25673
67577456664115144612343263255,alphabeta,true,360
52312245332213751723113776576,negamax,true,90
52312245332213751723113776576,alphabeta,true,26
2162366477132246524115112576364557547473,negamax,true,0
2162366477132246524115112576364557547473,alphabeta,true,0
52412453557712754314233227433,negamax,true,722
52412453557712754314233227433,alphabeta,true,34
